AccNo,Type,PhoneNo,CallTime,Duration
SA-0187-35-19,L,63443122,17/2/2012 2:32,828
SA-0144-10-84,L,64273707,6/8/2011 13:52,944
SA-0138-33-52,L,68934873,7/12/2012 11:57,249
SA-0037-94-05,L,61686307,12/3/2012 5:58,988
SA-0220-48-64,L,64125161,5/9/2011 1:01,895
SA-0144-10-84,L,68663951,7/8/2012 9:56,968
SA-0012-71-76,L,68121365,16/7/2012 19:05,999
SA-0144-10-84,L,62628826,17/7/2011 7:21,539
SA-0220-61-46,L,62142880,5/3/2012 12:11,770
SA-0012-71-76,L,64693824,22/2/2011 14:21,266
SA-0222-28-58,L,61874347,31/1/2012 6:33,616
SA-0339-42-22,L,63660382,2/7/2011 15:01,211
SA-0252-71-33,L,60043077,11/5/2011 15:39,681
SA-0414-86-48,L,67229921,26/4/2011 5:09,670
SA-0107-05-98,L,69273477,11/7/2011 16:29,480
SA-0279-91-74,L,61546605,4/7/2011 22:24,103
SA-0314-69-44,L,65628064,22/11/2012 19:44,404
SA-0312-94-95,L,67388955,3/9/2011 6:47,383
SA-0414-86-48,L,60933822,24/5/2011 2:52,244
SA-0312-94-95,L,62685604,4/10/2011 6:18,346
SA-0401-55-12,L,64395584,5/12/2012 3:16,309
SA-0114-12-73,L,68712565,22/12/2011 18:48,734
SA-0107-05-98,L,64867731,18/12/2011 12:22,280
SA-0414-20-79,L,63710297,17/2/2011 15:50,915
SA-0005-14-91,L,68835241,22/7/2012 10:50,598
SA-0305-50-15,L,67944352,4/1/2012 5:46,978
SA-0112-53-34,L,62093768,4/11/2012 17:53,758
SA-0222-28-58,L,60702434,20/3/2012 15:46,687
SA-0343-60-69,L,65888693,30/11/2011 6:58,300
SA-0144-10-84,L,64645892,3/12/2011 0:44,194
SA-0279-91-74,L,66373857,23/2/2012 3:19,163
SA-0187-35-19,L,66315191,17/5/2012 11:43,807
SA-0187-35-19,L,66315556,18/9/2012 1:27,207
SA-0133-16-62,L,60787756,20/9/2012 11:50,852
SA-0151-98-79,L,67263082,28/11/2012 12:16,71
SA-0222-28-58,L,69494084,16/8/2012 2:31,569
SA-0063-02-33,L,61043950,7/11/2012 6:49,901
SA-0037-94-05,L,68609086,17/4/2011 14:27,891
SA-0185-10-64,L,66111950,22/4/2012 13:11,73
SA-0186-07-48,L,61134190,15/5/2012 12:52,711
SA-0033-12-88,L,65861726,22/5/2012 0:47,480
SA-0055-36-68,L,65784854,2/6/2012 14:04,919
SA-0080-84-93,L,67257822,6/2/2011 10:16,244
SA-0343-60-69,L,63840187,26/7/2012 23:58,585
SA-0227-78-67,L,65174822,6/2/2011 13:09,802
SA-0361-84-31,L,68903983,23/12/2012 18:58,564
SA-0012-71-76,L,65774149,25/5/2011 12:25,816
SA-0063-02-33,L,63417895,6/4/2012 19:37,379
SA-0063-02-33,L,64995214,4/3/2011 22:19,310
SA-0185-10-64,L,69524096,24/5/2012 5:46,149
SA-0114-12-73,L,67564604,10/1/2012 20:35,311
SA-0312-94-95,L,66836312,30/3/2012 17:18,325
SA-0210-42-47,L,67722159,17/6/2011 8:20,482
SA-0249-45-54,L,66906783,16/1/2012 13:05,479
SA-0314-69-44,L,67804378,8/4/2012 4:47,282
SA-0202-82-34,L,62689548,4/2/2012 12:42,93
SA-0033-12-88,L,62745427,2/12/2011 13:26,509
SA-0414-86-48,L,66312866,6/9/2012 20:58,752
SA-0249-45-54,L,68322973,8/2/2011 23:48,364
SA-0335-96-08,L,62585556,30/4/2011 4:09,535
SA-0080-84-93,L,66339230,11/2/2012 18:31,414
SA-0112-53-34,L,64012059,17/4/2011 9:22,536
SA-0303-06-26,L,64803814,16/6/2012 16:12,330
SA-0249-45-54,L,66241366,9/5/2012 5:37,205
SA-0185-59-07,L,69615152,15/6/2011 12:34,186
SA-0033-12-88,L,61418530,20/12/2012 10:30,218
SA-0303-06-26,L,69192311,15/9/2012 7:47,344
SA-0037-94-05,L,61566624,21/7/2012 5:52,361
SA-0182-19-79,L,67477478,5/4/2012 5:37,829
SA-0185-59-07,L,62697008,10/6/2011 10:56,157
SA-0138-33-52,L,64140586,16/11/2012 6:11,557
SA-0107-05-98,L,61929539,10/1/2012 20:14,586
SA-0107-05-98,L,63728280,11/12/2011 2:12,267
SA-0021-95-06,L,60297512,29/12/2011 23:52,311
SA-0249-45-54,L,66569359,26/6/2011 12:33,365
SA-0187-35-19,L,66677778,21/12/2012 3:32,789
SA-0005-14-91,L,64636235,3/8/2011 6:09,477
SA-0009-04-02,L,63331904,1/12/2012 5:25,63
SA-0133-16-62,L,67848477,13/12/2011 18:05,503
SA-0227-78-67,L,60094648,21/6/2012 5:11,478
SA-0182-19-79,L,64863701,20/1/2012 11:59,974
SA-0182-19-79,L,66353810,16/6/2012 11:48,355
SA-0249-45-54,L,67066922,19/12/2011 2:35,113
SA-0037-94-05,L,62959707,2/3/2011 1:52,426
SA-0303-06-26,L,60193500,12/3/2011 22:13,980
SA-0055-36-68,L,64626004,18/4/2012 15:10,166
SA-0112-53-34,L,66652077,23/1/2011 4:28,943
SA-0185-10-64,L,65601922,29/9/2011 12:43,346
SA-0261-41-34,L,60758420,11/6/2012 5:40,140
SA-0151-98-79,L,65595710,3/3/2011 6:24,762
SA-0314-69-44,L,69653959,25/7/2012 6:19,813
SA-0303-06-26,L,67687278,24/4/2012 0:13,544
SA-0033-12-88,L,67410370,2/4/2012 5:55,624
SA-0005-14-91,L,63038888,3/5/2011 15:25,710
SA-0303-06-26,L,63681089,3/12/2011 6:08,262
SA-0401-55-12,L,67262123,29/11/2011 7:37,304
SA-0185-10-64,L,64440946,13/2/2012 18:14,107
SA-0021-95-06,L,69330205,21/3/2011 3:02,738
SA-0114-12-73,L,66863577,15/8/2012 21:20,119
SA-0145-41-01,L,63798430,4/11/2012 14:37,388
SA-0312-94-95,L,60119641,21/1/2012 0:05,685
SA-0227-78-67,L,65679520,16/5/2011 8:07,620
SA-0279-91-74,L,63892735,28/9/2011 10:41,109
SA-0021-95-06,L,63374429,22/4/2012 16:44,696
SA-0009-04-02,L,64591639,21/10/2012 18:05,527
SA-0210-42-47,L,63967078,20/5/2012 21:02,144
SA-0186-07-48,L,62616398,2/10/2011 9:53,156
SA-0227-78-67,L,60317766,5/11/2012 4:32,719
SA-0252-71-33,L,60442508,16/11/2011 21:03,829
SA-0185-10-64,L,62829841,11/10/2011 10:09,752
SA-0155-74-77,L,60271062,26/1/2012 15:59,337
SA-0220-61-46,L,61316750,22/9/2011 12:33,305
SA-0185-10-64,L,62287926,30/4/2012 8:33,380
SA-0186-07-48,L,65413831,16/5/2012 19:05,772
SA-0339-42-22,L,66059431,16/8/2012 13:04,218
SA-0185-59-07,L,60961520,4/2/2012 0:05,202
SA-0138-33-52,L,62197131,26/4/2012 20:03,943
SA-0305-50-15,L,69571850,18/6/2012 22:43,221
SA-0138-33-52,L,68078774,9/7/2012 10:04,563
SA-0063-02-33,L,66989048,17/6/2011 7:46,535
SA-0155-74-77,L,69407012,27/3/2011 6:42,128
SA-0107-05-98,L,65398293,10/3/2011 12:54,597
SA-0112-53-34,L,65458549,23/8/2012 23:46,138
SA-0261-41-34,L,69784547,1/2/2012 2:53,599
SA-0335-96-08,L,68482871,10/8/2011 7:17,889
SA-0092-93-02,L,68256690,31/1/2011 3:01,114
SA-0414-86-48,L,68641480,30/10/2012 12:48,396
SA-0092-93-02,L,67018790,3/12/2011 22:21,834
SA-0114-12-73,L,68184340,21/8/2011 5:26,831
SA-0185-59-07,L,65148871,9/12/2011 11:03,60
SA-0182-19-79,L,65046770,9/5/2012 4:21,264
SA-0185-10-64,L,63571467,3/1/2011 21:24,631
SA-0339-42-22,L,65388090,3/11/2012 3:18,498
SA-0290-06-89,L,67823448,19/8/2012 10:43,632
SA-0227-78-67,L,63083094,20/8/2011 23:39,747
SA-0343-60-69,L,63853341,12/5/2012 17:19,343
SA-0147-43-82,L,68729653,6/2/2012 13:17,858
SA-0305-50-15,L,61449212,2/10/2012 9:52,505
SA-0080-84-93,L,64088223,26/8/2012 14:01,997
SA-0155-74-77,L,68871725,28/11/2012 21:27,750
SA-0144-10-84,L,61676446,25/5/2011 1:49,320
SA-0227-78-67,L,64651449,27/5/2011 9:21,917
SA-0339-42-22,L,60716964,19/1/2012 22:37,457
SA-0114-12-73,L,63792914,25/7/2011 19:03,441
SA-0263-79-37,L,64128219,9/2/2011 1:32,724
SA-0151-98-79,L,63802363,19/3/2012 9:11,865
SA-0037-94-05,L,60570662,5/2/2012 14:42,683
SA-0401-55-12,L,65151048,7/1/2012 14:24,87
SA-0252-71-33,L,64782305,23/2/2011 22:24,438
SA-0050-81-89,L,67009883,10/9/2012 16:45,816
SA-0063-02-33,L,60798048,4/4/2012 4:29,120
SA-0378-80-96,L,67133207,2/4/2012 3:01,823
SA-0305-50-15,L,64777670,3/1/2012 11:43,248
SA-0220-48-64,L,69072117,26/12/2012 18:03,433
SA-0303-06-26,L,60840132,11/10/2012 0:43,489
SA-0220-48-64,L,66231021,23/7/2012 9:34,406
SA-0414-20-79,L,66521574,20/1/2011 13:10,779
SA-0063-02-33,L,66074073,29/6/2011 8:45,341
SA-0133-16-62,L,63373424,12/8/2012 22:32,134
SA-0249-45-54,L,67000182,24/6/2011 9:17,261
SA-0305-50-15,L,63404102,26/4/2011 21:50,783
SA-0037-94-05,L,62892926,27/1/2011 20:38,839
SA-0220-61-46,L,69562564,16/10/2011 18:05,308
SA-0261-41-34,L,65594205,11/9/2012 9:07,638
SA-0249-45-54,L,63738895,6/1/2012 3:08,365
SA-0055-36-68,L,60053835,12/2/2011 9:18,277
SA-0210-42-47,L,68411973,25/2/2011 14:59,839
SA-0005-14-91,L,63450958,24/12/2012 6:37,827
SA-0092-93-02,L,68105745,29/7/2012 11:56,425
SA-0249-45-54,L,62678139,19/1/2012 20:02,799
SA-0222-28-58,L,64951175,14/3/2012 5:44,724
SA-0133-16-62,L,66122596,26/6/2011 17:19,837
SA-0005-14-91,L,63563055,27/6/2012 8:40,774
SA-0305-50-15,L,61348342,24/10/2011 6:24,386
SA-0343-60-69,L,69984327,13/12/2012 11:00,672
SA-0210-42-47,L,68211858,19/10/2011 9:42,632
SA-0155-74-77,L,64743218,26/9/2012 14:55,466
SA-0147-43-82,L,68598560,20/7/2011 22:37,791
SA-0144-10-84,L,69807669,14/3/2012 7:26,99
SA-0005-14-91,L,69276187,6/11/2012 5:55,634
SA-0021-95-06,L,62706485,7/11/2011 3:44,486
SA-0343-60-69,L,68738779,4/3/2011 2:51,830
SA-0263-79-37,L,65363353,23/3/2011 18:59,530
SA-0290-06-89,L,60125818,15/9/2012 3:49,516
SA-0063-02-33,L,60168053,1/8/2012 19:19,347
SA-0033-12-88,L,64221696,6/11/2012 23:43,539
SA-0037-94-05,L,61567357,11/9/2011 11:08,254
SA-0151-98-79,L,63018510,2/2/2011 19:08,99
SA-0114-12-73,L,65097274,22/6/2011 2:25,774
SA-0220-48-64,L,63779592,8/5/2012 23:24,547
SA-0151-98-79,L,69668474,7/10/2011 2:26,539
SA-0033-12-88,L,65468291,12/6/2011 23:59,958
SA-0414-86-48,L,64412008,17/5/2012 4:23,406
SA-0227-78-67,L,69036274,1/6/2012 23:53,615
SA-0055-36-68,L,62670951,4/10/2012 0:21,343
SA-0401-55-12,L,64844308,22/10/2012 7:18,679
SA-0305-50-15,L,65849194,14/10/2012 7:11,805
SA-0133-16-62,L,63546743,25/2/2012 6:19,830
SA-0210-42-47,L,62620342,31/5/2012 20:20,849
SA-0185-10-64,L,66783739,26/3/2011 3:25,518
SA-0312-94-95,L,68584679,26/12/2012 5:34,511
SA-0145-41-01,L,65922349,11/6/2012 2:21,225
SA-0279-91-74,L,65010697,13/9/2012 22:47,296
SA-0186-07-48,L,67212048,27/10/2011 0:19,312
SA-0055-36-68,L,61735090,1/3/2012 8:11,289
SA-0187-35-19,L,61574997,11/12/2012 22:33,506
SA-0401-55-12,L,65717155,24/1/2011 23:35,494
SA-0401-55-12,L,64684252,15/5/2011 1:00,201
SA-0182-19-79,L,68679157,5/2/2011 4:23,658
SA-0114-12-73,L,61773324,7/5/2012 20:41,557
SA-0263-79-37,L,66647584,6/8/2011 3:52,838
SA-0186-07-48,L,61766763,10/7/2012 22:01,805
SA-0055-36-68,L,61568474,7/3/2012 1:35,854
SA-0279-91-74,L,66522342,31/7/2011 18:23,291
SA-0343-60-69,L,64310854,22/10/2011 15:24,402
SA-0414-20-79,L,61406890,2/3/2012 2:55,588
SA-0107-05-98,L,60592370,21/8/2012 2:30,982
SA-0378-80-96,L,66508680,18/3/2012 0:23,375
SA-0021-95-06,L,68550556,17/12/2012 3:32,742
SA-0182-19-79,L,65910011,23/6/2012 18:56,218
SA-0185-10-64,L,60301622,9/9/2012 17:58,678
SA-0186-07-48,L,65526071,11/8/2012 17:11,969
SA-0092-93-02,L,62861005,22/9/2011 10:38,159
SA-0185-10-64,L,65409845,10/12/2011 5:39,152
SA-0009-04-02,L,69591821,28/6/2012 16:41,828
SA-0185-59-07,L,61694775,15/3/2012 9:42,970
SA-0144-10-84,L,61525298,28/4/2011 6:41,933
SA-0009-04-02,L,64253027,2/8/2011 18:20,524
SA-0151-98-79,L,62475977,22/2/2012 6:46,570
SA-0222-28-58,L,63896460,27/10/2011 19:11,114
SA-0187-35-19,L,60674940,26/6/2012 0:13,911
SA-0339-42-22,L,68720943,29/8/2012 5:23,938
SA-0114-12-73,L,64297319,1/4/2012 16:44,304
SA-0185-10-64,L,69447745,11/9/2012 15:10,704
SA-0220-61-46,L,68125606,28/6/2012 22:34,558
SA-0252-71-33,L,60891263,5/1/2012 22:17,494
SA-0055-36-68,L,64579256,23/6/2012 10:27,912
SA-0033-12-88,L,60411687,19/3/2012 21:56,146
SA-0339-42-22,L,69121717,23/1/2012 18:40,311
SA-0279-91-74,L,62318453,5/8/2012 9:17,651
SA-0138-33-52,L,62248848,15/2/2011 0:17,841
SA-0092-93-02,L,66560787,2/10/2012 8:15,434
SA-0012-71-76,L,65629302,10/10/2012 8:08,765
SA-0107-05-98,L,69374365,23/4/2011 8:40,673
SA-0155-74-77,L,65513287,29/11/2011 0:14,753
SA-0361-84-31,L,61163062,24/3/2012 10:01,482
SA-0187-35-19,L,61406158,19/8/2012 22:03,278
SA-0185-59-07,L,62767618,26/7/2012 10:29,273
SA-0202-82-34,L,61937695,7/8/2011 8:28,834
SA-0401-55-12,L,60410067,2/4/2012 0:16,234
SA-0263-79-37,L,62466419,20/4/2011 13:07,628
SA-0055-36-68,L,60637869,26/8/2011 2:43,805
SA-0261-41-34,L,67414136,16/4/2011 22:56,943
SA-0033-12-88,L,65265195,5/1/2011 10:32,195
SA-0290-06-89,L,67778598,1/7/2012 20:45,143
SA-0220-48-64,L,63496970,1/11/2011 20:02,982
SA-0114-12-73,L,67883906,19/11/2011 8:06,667
SA-0314-69-44,L,62647987,7/11/2012 18:10,393
SA-0305-50-15,L,65459180,4/2/2012 19:50,804
SA-0063-02-33,L,69709913,18/5/2011 3:08,319
SA-0005-14-91,L,68922253,14/8/2012 23:00,570
SA-0133-16-62,L,63392422,13/8/2012 4:15,260
SA-0343-60-69,L,64803972,2/4/2012 9:45,525
SA-0185-59-07,L,63971885,18/11/2011 6:25,852
SA-0021-95-06,L,66253725,23/5/2012 1:49,157
SA-0187-35-19,L,62619121,6/1/2011 22:40,835
SA-0055-36-68,L,64803098,10/3/2011 15:47,738
SA-0080-84-93,L,62235249,8/12/2012 15:27,989
SA-0312-94-95,L,68041988,11/12/2011 22:33,779
SA-0343-60-69,L,63461139,14/3/2011 11:08,508
SA-0220-48-64,L,64071363,12/8/2012 14:42,616
SA-0305-50-15,L,61147075,3/5/2011 4:11,128
SA-0401-55-12,L,62384619,24/4/2012 18:43,165
SA-0155-74-77,L,60268213,29/4/2012 11:57,535
SA-0107-05-98,L,68750105,24/8/2012 14:34,555
SA-0210-42-47,L,62800407,22/6/2011 17:35,912
SA-0312-94-95,L,65832039,2/1/2012 10:36,520
SA-0187-35-19,L,62821294,4/11/2011 7:22,267
SA-0185-10-64,L,67635670,12/8/2011 15:00,821
SA-0144-10-84,L,66300363,17/4/2011 8:40,963
SA-0080-84-93,L,68673470,8/1/2012 4:37,827
SA-0144-10-84,L,61510064,22/3/2011 3:52,311
SA-0050-81-89,L,60765763,30/1/2011 4:09,137
SA-0414-20-79,L,63582062,17/10/2012 9:33,207
SA-0303-06-26,L,61736919,15/10/2011 12:06,501
SA-0107-05-98,L,67706609,14/10/2011 7:22,329
SA-0147-43-82,L,64973134,25/1/2011 23:51,640
SA-0080-84-93,L,62460051,5/6/2011 5:43,978
SA-0414-20-79,L,61004313,27/8/2011 9:27,771
SA-0133-16-62,L,67921151,14/9/2012 13:47,483
SA-0187-35-19,L,68245341,20/2/2012 6:17,311
SA-0151-98-79,L,68993481,23/7/2011 6:52,953
SA-0033-12-88,L,65615292,21/3/2012 16:42,443
SA-0303-06-26,L,67036948,14/12/2011 21:57,633
SA-0021-95-06,L,69046386,14/8/2011 22:43,72
SA-0037-94-05,L,67225197,11/7/2011 18:12,370
SA-0033-12-88,L,63560151,17/1/2011 1:50,627
SA-0343-60-69,L,60592417,12/8/2011 0:02,74
SA-0185-59-07,L,64542205,7/2/2012 20:31,184
SA-0186-07-48,L,60338045,4/8/2011 12:38,375
SA-0005-14-91,L,69658588,2/9/2012 13:14,798
SA-0155-74-77,L,61249469,13/1/2011 22:00,750
SA-0151-98-79,L,60723401,8/11/2012 15:57,399
SA-0144-10-84,L,62250011,20/9/2012 6:15,364
SA-0009-04-02,L,63936132,6/11/2011 20:53,273
SA-0227-78-67,L,61704983,28/1/2011 15:16,337
SA-0202-82-34,L,66949853,20/8/2012 16:20,465
SA-0114-12-73,L,64427810,2/2/2012 18:22,470
SA-0279-91-74,L,66911955,17/8/2011 23:28,594
SA-0112-53-34,L,66713759,10/5/2012 3:30,997
SA-0314-69-44,L,63776590,22/2/2012 12:34,205
SA-0401-55-12,L,66831551,28/11/2011 21:47,854
SA-0187-35-19,L,61809599,25/7/2011 18:24,618
SA-0263-79-37,L,67994105,1/9/2012 14:57,255
SA-0305-50-15,L,67880303,16/10/2012 9:12,977
SA-0227-78-67,L,69969411,9/8/2012 14:39,464
SA-0185-10-64,L,62271790,8/5/2012 18:18,534
SA-0182-19-79,L,67619671,27/5/2011 11:41,408
SA-0290-06-89,L,66630464,13/2/2012 13:46,112
SA-0185-59-07,L,67232368,23/6/2012 11:29,285
SA-0335-96-08,L,64209369,7/5/2012 23:04,570
SA-0005-14-91,L,67335357,5/12/2012 14:08,707
SA-0155-74-77,L,66150160,11/5/2012 12:25,410
SA-0361-84-31,L,62083256,17/4/2012 1:26,479
SA-0080-84-93,L,63072139,29/3/2012 21:23,993
SA-0361-84-31,L,68862466,4/4/2012 0:04,487
SA-0314-69-44,L,60319425,4/1/2011 7:48,922
SA-0063-02-33,L,64695138,19/9/2012 13:26,234
SA-0050-81-89,L,62422009,30/3/2011 1:40,672
SA-0202-82-34,L,69164592,27/4/2011 18:35,543
SA-0303-06-26,L,69529899,6/11/2011 6:15,594
SA-0155-74-77,L,65549211,25/11/2011 19:37,362
SA-0335-96-08,L,66353090,21/2/2011 11:07,368
SA-0187-35-19,L,68812710,8/11/2012 7:50,976
SA-0361-84-31,L,69504241,13/1/2011 21:19,209
SA-0343-60-69,L,62250816,22/8/2012 8:22,834
SA-0138-33-52,L,61813547,2/7/2011 1:36,699
SA-0210-42-47,L,62084707,2/2/2012 19:30,308
SA-0092-93-02,L,61470095,1/3/2011 20:25,236
SA-0220-61-46,L,66908181,16/4/2012 7:24,830
SA-0263-79-37,L,61457788,7/1/2011 18:34,127
SA-0414-86-48,L,60703218,15/9/2011 5:22,259
SA-0414-20-79,L,69829131,4/10/2012 17:57,628
SA-0312-94-95,L,63032793,14/5/2011 5:21,586
SA-0112-53-34,L,60240839,8/4/2011 7:29,797
SA-0112-53-34,L,64109429,27/6/2011 6:41,241
SA-0185-59-07,L,67280971,19/8/2011 12:55,259
SA-0263-79-37,L,68942353,24/10/2012 7:54,168
SA-0112-53-34,L,67635108,4/12/2011 20:46,663
SA-0220-61-46,L,66716392,12/1/2012 18:19,866
SA-0303-06-26,L,60703647,1/9/2011 23:31,335
SA-0037-94-05,L,67425986,16/1/2012 5:44,157
SA-0252-71-33,L,64361489,5/11/2012 5:42,299
SA-0144-10-84,L,64545920,19/3/2012 19:49,494
SA-0080-84-93,L,61620060,10/6/2011 15:14,830
SA-0021-95-06,L,60488362,19/8/2012 20:59,831
SA-0252-71-33,L,65201615,18/7/2012 6:13,72
SA-0012-71-76,L,60698465,26/7/2011 3:47,577
SA-0263-79-37,L,67146758,9/10/2011 3:06,678
SA-0021-95-06,L,62860857,23/4/2011 12:31,831
SA-0361-84-31,L,62698397,2/4/2011 16:01,167
SA-0314-69-44,L,63417795,10/4/2012 23:04,62
SA-0185-59-07,L,61434941,20/4/2012 17:57,215
SA-0080-84-93,L,66441143,5/6/2012 12:47,896
SA-0414-20-79,L,62608675,2/4/2011 13:47,655
SA-0021-95-06,L,69319782,11/10/2012 3:52,970
SA-0303-06-26,L,68777091,1/9/2011 16:18,730
SA-0112-53-34,L,65353094,15/2/2011 21:51,796
SA-0055-36-68,L,60213742,14/9/2012 12:19,845
SA-0249-45-54,L,69146762,22/3/2012 20:44,616
SA-0182-19-79,L,64837461,23/6/2012 14:57,298
SA-0290-06-89,L,62917656,23/8/2011 2:57,886
SA-0185-59-07,L,67321115,16/10/2012 22:41,701
SA-0182-19-79,L,68902747,3/12/2011 12:37,873
SA-0335-96-08,L,60061387,2/12/2011 14:07,864
SA-0055-36-68,L,64441787,17/3/2011 18:43,217
SA-0186-07-48,L,61293351,30/5/2012 18:27,816
SA-0202-82-34,L,61459649,15/10/2011 14:55,544
SA-0037-94-05,L,65695954,20/10/2012 9:01,108
SA-0187-35-19,L,63979599,1/8/2011 19:26,375
SA-0220-48-64,L,61686748,10/2/2011 4:28,386
SA-0151-98-79,L,63765076,9/5/2011 3:20,324
SA-0037-94-05,L,62152982,4/12/2011 23:43,269
SA-0263-79-37,L,61261865,11/4/2012 13:40,296
SA-0414-86-48,L,61191657,22/10/2011 8:52,314
SA-0033-12-88,L,65434266,23/12/2012 9:46,689
SA-0378-80-96,L,61791118,9/7/2012 18:20,639
SA-0151-98-79,L,69096666,14/8/2012 20:53,881
SA-0227-78-67,L,63218877,14/10/2011 8:55,740
SA-0005-14-91,L,64289912,15/1/2012 6:42,333
SA-0227-78-67,L,66465542,18/4/2012 10:41,777
SA-0012-71-76,L,65895660,18/9/2012 3:39,538
SA-0092-93-02,L,67849100,29/6/2012 14:32,689
SA-0185-59-07,L,66430881,25/8/2011 12:56,887
SA-0312-94-95,L,66442897,19/4/2011 2:31,627
SA-0037-94-05,L,67832247,27/3/2011 5:26,539
SA-0185-59-07,L,69843542,16/7/2011 15:08,113
SA-0361-84-31,L,67415912,21/1/2012 7:34,220
SA-0037-94-05,L,68557273,12/12/2012 8:22,612
SA-0151-98-79,L,60301082,29/12/2011 1:27,486
SA-0147-43-82,L,64869911,19/12/2011 1:38,556
SA-0378-80-96,L,68987628,16/8/2012 20:57,612
SA-0112-53-34,L,60249435,14/10/2012 21:04,603
SA-0133-16-62,L,61085705,18/12/2012 10:13,770
SA-0055-36-68,L,61846069,12/11/2011 23:55,572
SA-0080-84-93,L,61985354,24/7/2012 19:49,723
SA-0261-41-34,L,64284034,13/10/2011 5:11,739
SA-0401-55-12,L,66215414,13/6/2011 12:41,298
SA-0185-59-07,L,67385348,3/5/2011 4:39,507
SA-0252-71-33,L,69721512,23/1/2011 10:01,743
SA-0414-20-79,L,62436646,30/6/2012 5:30,372
SA-0290-06-89,L,60314367,26/8/2011 18:33,841
SA-0339-42-22,L,66559307,18/4/2011 7:48,677
SA-0312-94-95,L,61403815,29/10/2012 16:54,950
SA-0151-98-79,L,67188808,21/11/2011 15:00,959
SA-0151-98-79,L,68005648,26/1/2011 17:42,794
SA-0187-35-19,L,62267644,17/6/2011 12:43,874
SA-0210-42-47,L,66448942,5/11/2011 8:32,720
SA-0220-48-64,L,69119049,3/12/2011 3:23,72
SA-0155-74-77,L,64237242,31/1/2011 11:57,962
SA-0343-60-69,L,68081315,25/12/2011 8:08,80
SA-0114-12-73,L,62458849,1/12/2011 11:22,429
SA-0227-78-67,L,62655056,25/8/2011 14:59,365
SA-0037-94-05,L,60423294,25/2/2011 5:11,480
SA-0114-12-73,L,64961454,28/8/2011 13:00,220
SA-0343-60-69,L,62663031,23/2/2012 14:38,765
SA-0222-28-58,L,65492428,29/5/2011 4:59,108
SA-0210-42-47,L,63680571,19/5/2012 5:59,392
SA-0312-94-95,L,69898507,11/1/2012 14:29,405
